year,month,code,return
2006,6,1,0.026105892695285245
2006,6,2,0.049310918161779245
2006,6,3,0.067658647654536
2006,6,4,0.0785248631373357
2006,6,5,0.06288771389763477
2006,7,1,-0.07318032356556171
2006,7,2,-0.062296144505290196
2006,7,3,-0.04280454041026699
2006,7,4,-0.02136063939651839
2006,7,5,-0.018990103273396793
2006,8,1,0.03985507417978929
2006,8,2,0.04065434154836872
2006,8,3,0.043177226854690214
2006,8,4,0.034493243760234826
2006,8,5,0.030630290205376626
2006,9,1,0.04806654221232121
2006,9,2,0.04164553624326183
2006,9,3,0.03196862999200606
2006,9,4,0.0571712099105501
2006,9,5,0.056940053085814527
2006,10,1,0.03625800208887396
2006,10,2,0.005458332656388007
2006,10,3,-0.00568509854699222
2006,10,4,-0.006810042392458318
2006,10,5,-0.009336461319550193
2006,11,1,0.18144794977409934
2006,11,2,0.06914843290280792
2006,11,3,0.025104200716821422
2006,11,4,0.013273350393247518
2006,11,5,-0.0022107413964366817
2006,12,1,0.19420713899016684
2006,12,2,0.0647644650952346
2006,12,3,0.05961078289575867
2006,12,4,0.02959899849464371
2006,12,5,0.01723540446366474
2007,1,1,0.16477208890857148
2007,1,2,0.2233785071447229
2007,1,3,0.25057775835165585
2007,1,4,0.272071971229504
2007,1,5,0.2246684397715749
2007,2,1,0.061138547457937384
2007,2,2,0.162772054478765
2007,2,3,0.195167050712094
2007,2,4,0.21116401780783348
2007,2,5,0.21890661413647858
2007,3,1,0.08819629778810587
2007,3,2,0.1573148140048892
2007,3,3,0.16347808590519708
2007,3,4,0.18081874344139784
2007,3,5,0.2266945280024449
2007,4,1,0.26480870428560443
2007,4,2,0.34724246247529644
2007,4,3,0.3364236879986869
2007,4,4,0.35207845171863117
2007,4,5,0.31786737258470243
2007,5,1,0.10662908991541811
2007,5,2,0.10021718152198317
2007,5,3,0.055702441219898355
2007,5,4,0.08063891683711119
2007,5,5,0.06575865553793467
2007,6,1,-0.039754960775349346
2007,6,2,-0.15237726025038237
2007,6,3,-0.1565453739078416
2007,6,4,-0.2057187385224017
2007,6,5,-0.19061790792326538
2007,7,1,0.18782805638250788
2007,7,2,0.2182234992837912
2007,7,3,0.2514107451348289
2007,7,4,0.27172505942556824
2007,7,5,0.304145290820926
2007,8,1,0.1833728278551205
2007,8,2,0.12084282603768404
2007,8,3,0.09033685682414264
2007,8,4,0.10459906833859048
2007,8,5,0.09448540752861077
2007,9,1,0.04827943002016577
2007,9,2,0.04618755467411683
2007,9,3,0.03770984277349894
2007,9,4,0.03187468961603793
2007,9,5,0.004506073209843713
2007,10,1,0.024203437343720956
2007,10,2,-0.09967925359829352
2007,10,3,-0.10775165303199788
2007,10,4,-0.13234700997444315
2007,10,5,-0.11169438865270981
2007,11,1,-0.17034255249994645
2007,11,2,-0.1052160719840474
2007,11,3,-0.04738824839606012
2007,11,4,-0.042226565619778
2007,11,5,-0.022782973546105582
2007,12,1,0.12222136609404605
2007,12,2,0.2222265500175828
2007,12,3,0.20767533456233128
2007,12,4,0.21019224422853292
2007,12,5,0.20885132563738665
2008,1,1,-0.13428177276455872
2008,1,2,-0.06398945321683122
2008,1,3,-0.059152536341913496
2008,1,4,-0.06436988632688417
2008,1,5,-0.06150709666908085
2008,2,1,0.011682181642126819
2008,2,2,0.070718410743973
2008,2,3,0.10098041722967609
2008,2,4,0.12096850770960056
2008,2,5,0.1064723144302062
2008,3,1,-0.19181933746877025
2008,3,2,-0.21079503409308653
2008,3,3,-0.19899154319922507
2008,3,4,-0.18464334720265155
2008,3,5,-0.16999286761828689
2008,4,1,0.06723151379893581
2008,4,2,-0.01807352685282868
2008,4,3,-0.05826011777083199
2008,4,4,-0.06781115287157437
2008,4,5,-0.07305032635881942
2008,5,1,-0.09289038141540576
2008,5,2,-0.04505494316167329
2008,5,3,-0.03455752438226278
2008,5,4,-0.009291287378159327
2008,5,5,-0.01491523098969748
2008,6,1,-0.21517203425900813
2008,6,2,-0.2526384263492081
2008,6,3,-0.25670423196002834
2008,6,4,-0.258255503788947
2008,6,5,-0.2395796285721256
2008,7,1,0.010120011338813295
2008,7,2,0.06728472992650666
2008,7,3,0.10243826521054691
2008,7,4,0.10943679060276501
2008,7,5,0.13588583250970931
2008,8,1,-0.1495783655010962
2008,8,2,-0.23983906033557817
2008,8,3,-0.2257626947897362
2008,8,4,-0.23429764242783
2008,8,5,-0.21769644737740718
2008,9,1,-0.06155758287949854
2008,9,2,-0.060167122146881545
2008,9,3,-0.07663640623464654
2008,9,4,-0.08198223699857932
2008,9,5,-0.1021797222144857
2008,10,1,-0.2667976138906517
2008,10,2,-0.2672013936562435
2008,10,3,-0.2562601540673473
2008,10,4,-0.2504205862112857
2008,10,5,-0.2433448556823986
2008,11,1,0.11536849927849682
2008,11,2,0.18678213898199172
2008,11,3,0.206280618257714
2008,11,4,0.21818174667427748
2008,11,5,0.23933876712102237
2008,12,1,0.0008040984427959037
2008,12,2,0.040571540416452445
2008,12,3,0.05639117931332207
2008,12,4,0.07539862652790985
2008,12,5,0.13889979480982964
2009,1,1,0.12180396868498741
2009,1,2,0.1664781730299809
2009,1,3,0.1736766595624893
2009,1,4,0.16478879543172506
2009,1,5,0.15079938285755748
2009,2,1,0.0442599182446212
2009,2,2,0.08880642682858109
2009,2,3,0.09388897678108343
2009,2,4,0.08231687471621932
2009,2,5,0.08583691574670703
2009,3,1,0.176278128927314
2009,3,2,0.20304105084403037
2009,3,3,0.2198216178365907
2009,3,4,0.2308467514842394
2009,3,5,0.24134968988086408
2009,4,1,0.04017985110955094
2009,4,2,0.052506202311795536
2009,4,3,0.055169166962138666
2009,4,4,0.08899124742704075
2009,4,5,0.0851499397448226
2009,5,1,0.050864574493865194
2009,5,2,0.05852599423875712
2009,5,3,0.06903279326328275
2009,5,4,0.08646393545517059
2009,5,5,0.08116364965013066
2009,6,1,0.1399987232549012
2009,6,2,0.0581658053242604
2009,6,3,0.04324481801452987
2009,6,4,0.051243320243157205
2009,6,5,0.07671654356801233
2009,7,1,0.18334925909338062
2009,7,2,0.1542520022374233
2009,7,3,0.14879209080982386
2009,7,4,0.1270995373776189
2009,7,5,0.14248847989724217
2009,8,1,-0.23518150819827505
2009,8,2,-0.15951578515189577
2009,8,3,-0.15795651796631377
2009,8,4,-0.15195006481121504
2009,8,5,-0.13461326466737533
2009,9,1,0.058743901140085625
2009,9,2,0.0419452277939013
2009,9,3,0.03563540927452307
2009,9,4,0.039628328481398675
2009,9,5,0.04879363239462765
2009,10,1,0.08547955338972685
2009,10,2,0.12447615080996821
2009,10,3,0.1209520558925884
2009,10,4,0.1254320175369171
2009,10,5,0.13096734398744403
2009,11,1,0.0634871992332398
2009,11,2,0.15066173882694517
2009,11,3,0.1519578809981211
2009,11,4,0.1666868975604387
2009,11,5,0.1619837028845043
2009,12,1,0.03344757980350448
2009,12,2,0.016302244893810366
2009,12,3,0.017414935800869537
2009,12,4,0.03707506118288096
2009,12,5,0.03719248843008665
2010,1,1,-0.10455718329944616
2010,1,2,-0.026625470903806576
2010,1,3,-0.028412877941213513
2010,1,4,-0.010844020840304896
2010,1,5,-0.027496228536752987
2010,2,1,0.018610579158883797
2010,2,2,0.055242596766467665
2010,2,3,0.07317262041600245
2010,2,4,0.07215382977156834
2010,2,5,0.06669450554861876
2010,3,1,0.017903022841148822
2010,3,2,0.025164309185274375
2010,3,3,0.03769847282492448
2010,3,4,0.05904552600963725
2010,3,5,0.08574819611052681
2010,4,1,-0.08203420909341716
2010,4,2,-0.0588440185313293
2010,4,3,-0.07806235501414827
2010,4,4,-0.06892883333779563
2010,4,5,-0.09209740952028242
2010,5,1,-0.07706321697135937
2010,5,2,-0.0885215256240207
2010,5,3,-0.08590209818484712
2010,5,4,-0.07836152809176139
2010,5,5,-0.06962321798341936
2010,6,1,-0.06752989874725035
2010,6,2,-0.10412673608775305
2010,6,3,-0.10673747515600861
2010,6,4,-0.0886953879604781
2010,6,5,-0.06871192225616571
2010,7,1,0.11009371814306557
2010,7,2,0.15947896324539163
2010,7,3,0.15033103013257726
2010,7,4,0.1611437709305948
2010,7,5,0.1402221006640506
2010,8,1,-0.0012609385176100291
2010,8,2,0.09033573670855606
2010,8,3,0.09699906695025914
2010,8,4,0.11228031116235378
2010,8,5,0.09895992672877525
2010,9,1,0.007724338054909446
2010,9,2,0.010379738951042779
2010,9,3,0.015825333320140984
2010,9,4,0.004946329649048581
2010,9,5,-0.03610802547403756
2010,10,1,0.13054803556799896
2010,10,2,0.1066577562522365
2010,10,3,0.10040696177102734
2010,10,4,0.0785716091131829
2010,10,5,0.08699021651898574
2010,11,1,-0.06451309479872436
2010,11,2,-0.000998704927411275
2010,11,3,0.009517620674982595
2010,11,4,0.030594295662692016
2010,11,5,0.057463066756009956
2010,12,1,-0.00493924649149229
2010,12,2,-0.03178609605739077
2010,12,3,-0.027488140409169255
2010,12,4,-0.020988544405546344
2010,12,5,-0.015454744462168702
2011,1,1,-0.009349161894768518
2011,1,2,-0.058656443615195106
2011,1,3,-0.05112416676213117
2011,1,4,-0.055590347535982576
2011,1,5,-0.08835239995202093
2011,2,1,0.03722515002362853
2011,2,2,0.10795139037281577
2011,2,3,0.10650353977391355
2011,2,4,0.10206177527531335
2011,2,5,0.08797820124227805
2011,3,1,0.004817656516685175
2011,3,2,-0.0169673942465653
2011,3,3,0.0004534712783062474
2011,3,4,-0.0060105761128500836
2011,3,5,-0.03448828875200788
2011,4,1,-0.006699544474279866
2011,4,2,-0.03203375010449165
2011,4,3,-0.03474131401400631
2011,4,4,-0.039275086470273675
2011,4,5,-0.06880921107663308
2011,5,1,-0.055721347134019106
2011,5,2,-0.07821746159299564
2011,5,3,-0.07326581833802773
2011,5,4,-0.06340650638803817
2011,5,5,-0.08090494299443687
2011,6,1,0.019434277425058884
2011,6,2,0.03347857727933648
2011,6,3,0.02302349745445397
2011,6,4,0.04555188942515444
2011,6,5,0.03748784134617223
2011,7,1,-0.020552720670680792
2011,7,2,0.010667913963867594
2011,7,3,0.013268867067546928
2011,7,4,0.033375252553061174
2011,7,5,0.04514156048070647
2011,8,1,-0.0508336496403771
2011,8,2,-0.037887410223830895
2011,8,3,-0.035075512086511974
2011,8,4,-0.02257981353778299
2011,8,5,0.00800243940169261
2011,9,1,-0.07689512774374563
2011,9,2,-0.12663631219836968
2011,9,3,-0.1226039080545394
2011,9,4,-0.1200660188600769
2011,9,5,-0.1320600437971735
2011,10,1,0.04582572581220397
2011,10,2,0.03831742610185478
2011,10,3,0.03633013988733571
2011,10,4,0.04465158057700246
2011,10,5,0.06684917217178535
2011,11,1,-0.05380481859706958
2011,11,2,-0.04044040004336853
2011,11,3,-0.051914233415657846
2011,11,4,-0.030948788436331837
2011,11,5,-0.02433213763619076
2011,12,1,-0.040828367566421664
2011,12,2,-0.1563558431791706
2011,12,3,-0.15831230411124522
2011,12,4,-0.1615244627990321
2011,12,5,-0.15478477409916264
2012,1,1,0.04248688105819764
2012,1,2,0.005011933714395748
2012,1,3,-0.007088529311247906
2012,1,4,-0.020623499035366043
2012,1,5,-0.054872304346821554
2012,2,1,0.05501346226675987
2012,2,2,0.12577348410920391
2012,2,3,0.13644858308502367
2012,2,4,0.14534046098307365
2012,2,5,0.157250151597515
2012,3,1,-0.06755091586067212
2012,3,2,-0.07313449418823265
2012,3,3,-0.07400369818972323
2012,3,4,-0.07157017065574486
2012,3,5,-0.08221153541371665
2012,4,1,0.05493603963867989
2012,4,2,0.0844718014008797
2012,4,3,0.08783676235827402
2012,4,4,0.06718458652062917
2012,4,5,0.04093010853875807
2012,5,1,-0.00608902986278093
2012,5,2,0.019697891940754282
2012,5,3,0.0160528480985657
2012,5,4,0.03215353616979858
2012,5,5,0.03811517471097752
2012,6,1,-0.047374848615383755
2012,6,2,-0.07433440860183513
2012,6,3,-0.07681213721542732
2012,6,4,-0.05534373171866494
2012,6,5,-0.01985978258022603
2012,7,1,-0.043454104857835865
2012,7,2,-0.09241288341987161
2012,7,3,-0.08471790452463931
2012,7,4,-0.10018103160983981
2012,7,5,-0.11739334646099595
2012,8,1,-0.03622815574947477
2012,8,2,0.0006207601621600763
2012,8,3,0.02519746157811832
2012,8,4,0.040939120033661444
2012,8,5,0.0630618366880596
2012,9,1,0.02905265976083106
2012,9,2,0.013327271288439031
2012,9,3,0.009828922439602034
2012,9,4,0.0028882589728131784
2012,9,5,-0.0018378678993369651
2012,10,1,-0.012356195456029156
2012,10,2,-0.000283926310984987
2012,10,3,0.0007096191175978946
2012,10,4,0.001104756496290959
2012,10,5,-0.009386797616899806
2012,11,1,-0.04409388885480653
2012,11,2,-0.11244965586383437
2012,11,3,-0.12083172714204336
2012,11,4,-0.11934606624914401
2012,11,5,-0.1230267403825854
2012,12,1,0.1468324382053683
2012,12,2,0.16758549702446934
2012,12,3,0.15619061495185924
2012,12,4,0.16577470560983326
2012,12,5,0.19964934107482352
2013,1,1,0.045920975303907055
2013,1,2,0.05742107070151209
2013,1,3,0.07846513442081181
2013,1,4,0.06601835336037509
2013,1,5,0.05167418067536403
2013,2,1,-0.010268351907557875
2013,2,2,0.032105112319552334
2013,2,3,0.03563808536107875
2013,2,4,0.040955867776174756
2013,2,5,0.053401528896365784
2013,3,1,-0.05634877296221008
2013,3,2,-0.04644947531769186
2013,3,3,-0.028116308148230747
2013,3,4,-0.02209455704094561
2013,3,5,-0.04282819174378288
2013,4,1,-0.022927937977281057
2013,4,2,-0.026218104159706906
2013,4,3,-0.03170916777602265
2013,4,4,-0.03317274291922166
2013,4,5,-0.03191642399304104
2013,5,1,0.05690670651533649
2013,5,2,0.1427849878043897
2013,5,3,0.14501051388068784
2013,5,4,0.1490382867958333
2013,5,5,0.18842270159323082
2013,6,1,-0.12741263657146218
2013,6,2,-0.15963465906497248
2013,6,3,-0.16885754624315918
2013,6,4,-0.15593532394653606
2013,6,5,-0.14778668182201493
2013,7,1,0.016980143826530836
2013,7,2,0.05705019710515447
2013,7,3,0.06971808138228999
2013,7,4,0.0762826428117108
2013,7,5,0.10829432492628938
2013,8,1,0.040257646410211165
2013,8,2,0.091184148645647
2013,8,3,0.10564436985925495
2013,8,4,0.08612854186441588
2013,8,5,0.08097908023579888
2013,9,1,0.03785748393855583
2013,9,2,0.05149302347506485
2013,9,3,0.04780659229147147
2013,9,4,0.05786359132323509
2013,9,5,0.07178319339455014
2013,10,1,-0.017835557265856217
2013,10,2,-0.03320297489204405
2013,10,3,-0.024516930306492386
2013,10,4,-0.02144561760354856
2013,10,5,-0.016379901092543045
2013,11,1,0.03281907138375349
2013,11,2,0.06560496298203486
2013,11,3,0.07566822152295877
2013,11,4,0.08686395951061603
2013,11,5,0.15303651441873767
2013,12,1,-0.0443655764114811
2013,12,2,-0.03338173476963166
2013,12,3,-0.03619651368191532
2013,12,4,-0.030339087600511745
2013,12,5,-0.029626269841234044
2014,1,1,-0.0399228895649124
2014,1,2,0.01793116979142689
2014,1,3,0.006462224579992028
2014,1,4,0.03585230581361171
2014,1,5,0.04806681117467143
2014,2,1,0.0006412108078741948
2014,2,2,0.032616454713530925
2014,2,3,0.04616573436754265
2014,2,4,0.050482076147177285
2014,2,5,0.06638755923673044
2014,3,1,-0.016068352163992182
2014,3,2,-0.03503572932978227
2014,3,3,-0.020112674079011888
2014,3,4,-0.019127120837612078
2014,3,5,-0.033140832502893944
2014,4,1,0.00013914677395190467
2014,4,2,-0.023087238329297648
2014,4,3,-0.02149726652423356
2014,4,4,-0.014084371835513832
2014,4,5,-5.758781703418838e-05
2014,5,1,0.00897036816528689
2014,5,2,0.024038734300947773
2014,5,3,0.022910770308709964
2014,5,4,0.03333657742522055
2014,5,5,0.060424940847900566
2014,6,1,0.018541068931932164
2014,6,2,0.03147016859226187
2014,6,3,0.042958024968964614
2014,6,4,0.05865172999683147
2014,6,5,0.0874324578451443
2014,7,1,0.08453597879449398
2014,7,2,0.08209848681211594
2014,7,3,0.07705342389905781
2014,7,4,0.07144316181205329
2014,7,5,0.06605212820435219
2014,8,1,-0.0014470554488601956
2014,8,2,0.04576151055435472
2014,8,3,0.04508394962845809
2014,8,4,0.07274931213576642
2014,8,5,0.09020587323475182
2014,9,1,0.05179933554502714
2014,9,2,0.11403174078375124
2014,9,3,0.13461373188994008
2014,9,4,0.16662515332610162
2014,9,5,0.17450513080334543
2014,10,1,0.024332454885960617
2014,10,2,0.01452563713295201
2014,10,3,0.016616392572072383
2014,10,4,0.009039918498512142
2014,10,5,0.02250493437174808
2014,11,1,0.11086395136437359
2014,11,2,0.04503389802469096
2014,11,3,0.04161127272016422
2014,11,4,0.06056864943910095
2014,11,5,0.07788408702013225
2014,12,1,0.23951177812782445
2014,12,2,-0.00817339225482576
2014,12,3,-0.061314591147584446
2014,12,4,-0.08395009065798327
2014,12,5,-0.1270045386899545
2015,1,1,-0.01100058331227409
2015,1,2,0.06938956993453649
2015,1,3,0.08032548816036619
2015,1,4,0.09627601255802484
2015,1,5,0.10571457585406517
2015,2,1,0.03153778919707882
2015,2,2,0.07124125249365182
2015,2,3,0.08610973754952235
2015,2,4,0.08233090681659172
2015,2,5,0.08931652825086699
2015,3,1,0.1205059480805869
2015,3,2,0.22592418165016334
2015,3,3,0.23661990194300697
2015,3,4,0.2590962625646229
2015,3,5,0.2527374152176268
2015,4,1,0.16559840605103587
2015,4,2,0.1622798689014231
2015,4,3,0.17259476950477876
2015,4,4,0.169832634240194
2015,4,5,0.20644859450920028
2015,5,1,0.002344910919415754
2015,5,2,0.21370436985262847
2015,5,3,0.2771644452836375
2015,5,4,0.2808928291149294
2015,5,5,0.4800016128386032
2015,6,1,-0.06174333042294297
2015,6,2,-0.11001863417492856
2015,6,3,-0.113052746773578
2015,6,4,-0.11623192505933048
2015,6,5,-0.11833721787470855
2015,7,1,-0.12818057730594762
2015,7,2,-0.18191876987285271
2015,7,3,-0.2091689215553441
2015,7,4,-0.2008593672860101
2015,7,5,-0.12850733939556652
2015,8,1,-0.13396151648062152
2015,8,2,-0.154741820280149
2015,8,3,-0.14799841546587944
2015,8,4,-0.1284701608378733
2015,8,5,-0.14582165680299108
2015,9,1,-0.048441679102277896
2015,9,2,-0.03922756403285875
2015,9,3,-0.020956669082012262
2015,9,4,-0.016417746748950947
2015,9,5,0.010357299863797485
2015,10,1,0.11089099486415033
2015,10,2,0.21678099465535766
2015,10,3,0.2484729938144394
2015,10,4,0.26566870416670324
2015,10,5,0.28406720960097875
2015,11,1,0.00666424816939575
2015,11,2,0.07294675740965739
2015,11,3,0.09597007992303923
2015,11,4,0.14836136453595972
2015,11,5,0.21691742451586768
2015,12,1,0.029625367103701946
2015,12,2,0.0411637436548672
2015,12,3,0.0643474227854468
2015,12,4,0.09662132771577361
2015,12,5,0.0889596435072687
2016,1,1,-0.21868377086741775
2016,1,2,-0.30360116649511465
2016,1,3,-0.3136600156388579
2016,1,4,-0.30833662142836377
2016,1,5,-0.29532015070309947
2016,2,1,-0.01831008616396393
2016,2,2,-0.022796839169093544
2016,2,3,-0.020673910947644605
2016,2,4,-0.017027041092895233
2016,2,5,-0.017725229890115154
2016,3,1,0.12305788400227197
2016,3,2,0.1832201110241814
2016,3,3,0.20047095218260177
2016,3,4,0.2202606410900637
2016,3,5,0.2524762379716596
2016,4,1,-0.025322362546485132
2016,4,2,-0.028915091518799077
2016,4,3,-0.013998893224978128
2016,4,4,0.01023195830459232
2016,4,5,0.03338747978484745
2016,5,1,0.003632650416077156
2016,5,2,-0.009331917489335421
2016,5,3,-0.01645185454524367
2016,5,4,-0.03555608143919005
2016,5,5,0.0076568549384832055
2016,6,1,0.0068368437602820565
2016,6,2,0.048362434148057847
2016,6,3,0.06834142520239964
2016,6,4,0.06911167725181364
2016,6,5,0.10624476144619197
2016,7,1,0.029783834409790044
2016,7,2,-0.011024731508405546
2016,7,3,-0.008872537318768225
2016,7,4,-0.013480561444978282
2016,7,5,-0.011178686694006604
2016,8,1,0.03787557664559353
2016,8,2,0.03799463202601833
2016,8,3,0.05201135820729452
2016,8,4,0.055585539572503145
2016,8,5,0.07781108634408274
2016,9,1,-0.02571811970427027
2016,9,2,-0.02385010105154778
2016,9,3,-0.012532199859424185
2016,9,4,0.005846202813457315
2016,9,5,0.0033315118167066065
2016,10,1,0.024251889840420746
2016,10,2,0.028351936958517333
2016,10,3,0.03617690299582581
2016,10,4,0.04110474557725733
2016,10,5,0.06885380142903835
2016,11,1,0.051715596605019655
2016,11,2,0.012482311474811006
2016,11,3,0.01676768027713198
2016,11,4,0.031687574488550904
2016,11,5,0.06259408040495759
2016,12,1,-0.04901126476980852
2016,12,2,-0.055279202631647054
2016,12,3,-0.04010076430002814
2016,12,4,-0.03942164108690038
2016,12,5,-0.06537447318701656
2017,1,1,0.029194796321303385
2017,1,2,-0.01890225904204356
2017,1,3,-0.025672735786506015
2017,1,4,-0.03551973691650821
2017,1,5,-0.06113077767971188
2017,2,1,0.019037219528729533
2017,2,2,0.038524261743365484
2017,2,3,0.0427330524513734
2017,2,4,0.04680418341025799
2017,2,5,0.08066978185748534
2017,3,1,0.002039260340673251
2017,3,2,-0.015306876334287707
2017,3,3,-0.025767235018329053
2017,3,4,-0.029761323602226268
2017,3,5,-0.015229126045064134
2017,4,1,-0.005363454722332676
2017,4,2,-0.049907114062831895
2017,4,3,-0.06336557920725326
2017,4,4,-0.08217369893172385
2017,4,5,-0.07836462422359244
2017,5,1,0.00949113347725731
2017,5,2,-0.07447057470789681
2017,5,3,-0.07912288164669377
2017,5,4,-0.07987179191068486
2017,5,5,-0.0900683015556685
2017,6,1,0.04480736780436214
2017,6,2,0.04235541641024021
2017,6,3,0.03835986367608106
2017,6,4,0.038070634232666434
2017,6,5,0.01914323437641647
2017,7,1,0.04077018815957766
2017,7,2,0.01838565459230143
2017,7,3,0.00597058477186337
2017,7,4,-0.014874856402225798
2017,7,5,-0.06694137712190856
2017,8,1,0.02313633691097418
2017,8,2,0.028569724978433915
2017,8,3,0.0300567996741404
2017,8,4,0.04238709954731962
2017,8,5,0.09418166719622713
2017,9,1,0.004446643179708812
2017,9,2,0.013831229994462024
2017,9,3,0.017436995981493838
2017,9,4,0.017740299005967144
2017,9,5,0.023280497517657792
2017,10,1,0.029266397635305034
2017,10,2,-0.022795183128711136
2017,10,3,-0.028443646220427693
2017,10,4,-0.03381502358656946
2017,10,5,0.0011274336232781432
2017,11,1,-0.010737057812586145
2017,11,2,-0.05648433174507371
2017,11,3,-0.07303405484887618
2017,11,4,-0.0837232790523125
2017,11,5,-0.09881432669510776
2017,12,1,0.008148315315077016
2017,12,2,-0.01571240464991804
2017,12,3,-0.018246313813510148
2017,12,4,-0.02743547335085298
2017,12,5,-0.021550296545770734
2018,1,1,0.06526770105566194
2018,1,2,-0.022945135274297705
2018,1,3,-0.0371019500420752
2018,1,4,-0.04290827478760724
2018,1,5,-0.04363509662829265
2018,2,1,-0.05919074971410324
2018,2,2,-0.03293124442838505
2018,2,3,-0.046460421594449165
2018,2,4,-0.05069065175352654
2018,2,5,-0.07516259228535857
2018,3,1,-0.032328386014834495
2018,3,2,0.03268532568888879
2018,3,3,0.044692254192343184
2018,3,4,0.0741446851804136
2018,3,5,0.13039494996504913
2018,4,1,-0.02881897557670668
2018,4,2,-0.04285578347586165
2018,4,3,-0.04647942446662419
2018,4,4,-0.04759846794703744
2018,4,5,-0.026417545196021477
2018,5,1,0.010737845556677294
2018,5,2,-0.017017618485332526
2018,5,3,-0.028486698808188438
2018,5,4,-0.016261034198446326
2018,5,5,0.03384811762562988
2018,6,1,-0.0651387308459151
2018,6,2,-0.10848872751549012
2018,6,3,-0.12484678029737276
2018,6,4,-0.1177616901540906
2018,6,5,-0.09054782219163442
2018,7,1,0.018307543955895428
2018,7,2,-0.00030999645595791714
2018,7,3,0.0036634618194339216
2018,7,4,0.01583743263269191
2018,7,5,-0.012379458037011456
2018,8,1,-0.047741420453635594
2018,8,2,-0.0819471916048019
2018,8,3,-0.07267801449610894
2018,8,4,-0.08172403259630492
2018,8,5,-0.10690037265016161
2018,9,1,0.03685857428723221
2018,9,2,-0.0026703536119564975
2018,9,3,-0.010088745507082887
2018,9,4,-0.00048740583790966505
2018,9,5,-0.014418895225574924
2018,10,1,-0.08280324193933247
2018,10,2,-0.10748930427120101
2018,10,3,-0.10590611186981487
2018,10,4,-0.09843912352827529
2018,10,5,-0.0667037182339007
2018,11,1,-0.00462446052448799
2018,11,2,0.05700969574437068
2018,11,3,0.0707977093939856
2018,11,4,0.07750539224980046
2018,11,5,0.05032853058208367
2018,12,1,-0.038757090974387495
2018,12,2,-0.05487447407830179
2018,12,3,-0.04682961459944279
2018,12,4,-0.04500598130431645
2018,12,5,-0.023820234145202835
2019,1,1,0.04844970313534554
2019,1,2,-0.013991373553128916
2019,1,3,-0.019182064801415738
2019,1,4,-0.03300286479145419
2019,1,5,-0.05387812424402598
2019,2,1,0.13445945217034916
2019,2,2,0.21667961764644042
2019,2,3,0.23908502857548786
2019,2,4,0.24699305196533283
2019,2,5,0.23101720194002248
2019,3,1,0.050015681803615014
2019,3,2,0.1113934764334031
2019,3,3,0.10936794085218696
2019,3,4,0.11219097340291578
2019,3,5,0.09736367062844217
