,estimator,T_value
2006-08-01,0.0061209671262964045,0.16760094990621466
2006-09-01,0.0004220031923494313,0.011554077971641253
2006-10-09,0.007656363088521029,0.21318672104495429
2006-11-01,0.024675434414924518,0.9422462464484447
2006-12-01,-0.029313069204947542,-1.1835711473944952
2007-01-04,-0.05710644086781893,-1.8695997625363605
2007-02-01,-0.027939175582573767,-0.5861229486043779
2007-03-01,0.007788636434472561,0.12673530539136016
2007-04-02,0.03553969423030424,0.5455009825480117
2007-05-08,0.06313457390059378,0.957099297237249
2007-06-01,0.07252409321829205,1.2216083796116062
2007-07-02,0.06775699524011153,1.0742937078554824
2007-08-01,0.05265440982316404,0.8836868087902919
2007-09-03,0.00831492676858863,0.15153897964440838
2007-10-08,-0.02034997661453526,-0.4296601552708965
2007-11-01,-0.05286648250757569,-1.4359251766826082
2007-12-03,-0.015258396533001978,-0.3490558666420302
2008-01-02,0.018523322421674596,0.6470626653079711
2008-02-01,0.013161318558829627,0.5160110087308623
2008-03-03,0.030783869811659082,1.377741713509397
2008-04-01,0.03427043054100779,1.5684912148573533
2008-05-05,0.008040956811766128,0.19018673779495315
2008-06-02,-0.0019513825966052192,-0.05047081573908065
2008-07-01,-0.012240836661840318,-0.31760904386451944
2008-08-01,-0.008420576650009434,-0.2104946927105066
2008-09-01,-0.023566465853223292,-0.6186457306108732
2008-10-06,-0.02894275299674974,-0.766866731396004
2008-11-03,0.007771712623025145,0.4127339536186025
2008-12-01,0.024010183372424384,0.8180016148853717
2009-01-05,0.04686137062527058,1.5947292663277097
2009-02-02,0.03285449231505764,1.121646909535575
2009-03-02,0.03528809714996644,1.2368811384100913
2009-04-01,0.04187096034470374,1.5810543689232925
2009-05-04,0.03772229927663568,1.370989341004338
2009-06-01,0.009354186192138292,0.5015325246204971
2009-07-01,-0.02323407586837632,-1.8740319895646178
2009-08-03,-0.033260112218675676,-2.5903020840722806
2009-09-01,-0.018177938467362226,-0.876566110787317
2009-10-09,-0.020501836778991183,-0.9910231245865074
2009-11-02,-0.01610739307911076,-0.7569488164892071
2009-12-01,-0.0013721541849268982,-0.055464216726490996
2010-01-04,0.010506235466038962,0.5265989582056764
2010-02-01,0.02578892905833532,1.7690943201341458
2010-03-01,0.01577621637950126,1.3299186934998943
2010-04-01,0.018429920877783938,1.6618070951737742
2010-05-04,0.005410816341772764,0.3256704437471899
2010-06-01,-0.010482499253518088,-0.9058179384892822
2010-07-01,-0.011153861313838019,-0.9608451316932304
2010-08-02,-0.010584712807695811,-0.9050569639110356
2010-09-01,0.00014333286826271238,0.008037502196395997
2010-10-08,-0.008837123044767463,-0.4586668121614632
2010-11-01,-0.010804018618428507,-0.5421630853193146
2010-12-01,0.013493279658734212,0.4820110444223215
2011-01-04,0.011239789322970808,0.3941964401884734
2011-02-01,-0.003953510021514675,-0.12818037816532712
2011-03-01,-0.013569652012372415,-0.4891869837883453
2011-04-01,-0.011927102015475241,-0.4361767044450086
2011-05-03,-0.0058748046982221545,-0.22768025120473942
2011-06-01,-0.02742593919582312,-2.366992006858895
2011-07-01,-0.015877582958989927,-1.084484497197695
2011-08-01,0.005089103135959454,0.3477435542450167
2011-09-01,0.009471151728494573,0.5885449057272274
2011-10-10,0.008128998499250433,0.4833929712563178
2011-11-01,0.016521406070474545,1.1451803007146182
2011-12-01,0.020673863487913387,1.497438530270807
2012-01-04,-0.0038843694866030967,-0.15477147854594206
2012-02-01,-0.027258690520440793,-1.1215304667467463
2012-03-01,-0.016803004208266834,-0.5470055547893783
2012-04-05,-0.0120765078163546,-0.40291284220198503
2012-05-02,-0.014457576395813502,-0.48832725226334184
2012-06-01,-0.007332385224471045,-0.23104538864071572
2012-07-02,0.01872234879951597,0.7398341348107361
2012-08-01,0.01670577323141527,0.6210116970466361
2012-09-03,0.012879715638991497,0.5156999649543376
2012-10-08,0.01031672188913836,0.40130945060011336
2012-11-01,0.011404692548251305,0.4445918725942199
2012-12-03,-0.009063687860828807,-0.36045190956065826
2013-01-04,-0.00821915057838074,-0.32831043517987923
2013-02-01,0.00985882877752318,0.513183890791011
2013-03-01,0.004418747557188534,0.2775123099653273
2013-04-01,0.01075387807584744,0.7520956557854158
2013-05-02,0.008413908047760795,0.5772936674085796
2013-06-03,0.034684546240322585,2.161093534752118
2013-07-01,0.02189646086553736,1.1874216097518784
2013-08-01,0.03281084397167686,1.6780064881551173
2013-09-02,0.02162563380909945,1.0792803436492435
2013-10-08,0.02003199254725965,0.9802369282742566
2013-11-01,0.014143630585557792,0.6280823722880855
2013-12-02,0.010380603595608199,0.5125131615637384
2014-01-02,0.012525306343550974,0.6232587025419313
2014-02-07,0.009850142850975992,0.5144087229217985
2014-03-03,0.012876677948186,0.6892810685363168
2014-04-01,0.004034789747851603,0.18654302837621967
2014-05-05,0.008590042133962039,0.4307749059696871
2014-06-03,-0.0030303643757523305,-0.21107521500718804
2014-07-01,0.004275669515165452,0.28855864826005184
2014-08-01,-0.013059568670194081,-0.9904780649074569
2014-09-01,-0.005637236635123705,-0.34594511413764
2014-10-08,0.01672451340953315,0.9894870719755119
2014-11-03,0.012644526784973145,0.6859945985556978
2014-12-01,-0.0037141547074056418,-0.16114030548892608
2015-01-05,-0.07359095326450317,-1.1908867815020685
2015-02-02,-0.04009183609397097,-0.5666000409200169
2015-03-02,-0.03736809994166102,-0.5234227534273355
2015-04-01,-0.025971999289616864,-0.3450497669372446
2015-05-04,-0.016814489523574744,-0.22208076770358803
2015-06-01,0.0755253072745051,0.7219595944446268
2015-07-01,0.10521937322494568,1.3027303216169577
