,estimator,T_value
2010-06-01,-0.01108841686325217,-inf
2010-07-01,0.0008615333576786594,inf
2010-08-02,0.018174624085628355,inf
2010-09-01,0.06677743974301541,inf
2010-10-08,-0.0626072072220173,-inf
2010-11-01,-0.06216197558554935,-inf
2010-12-01,0.11639049306136828,inf
2011-01-04,-0.026924760233889348,-inf
2011-02-01,-0.06839083598128538,-inf
2011-03-01,0.049961011339898276,inf
2011-04-01,-0.01765690253045492,-inf
2011-05-03,-0.057004613547476615,-inf
2011-06-01,0.013875865984729584,inf
2011-07-01,0.03582528634540549,inf
2011-08-01,0.05241602120938303,inf
2011-09-01,0.011060860340155902,inf
2011-10-10,-0.06200379355888548,-inf
2011-11-01,0.021255807007019484,inf
2011-12-01,0.03309711926765067,inf
2012-01-04,-0.10351787175251635,-inf
2012-02-01,-0.04838690540912497,-inf
2012-03-01,0.12274514023895686,inf
2012-04-05,-0.019046725575298663,-inf
2012-05-02,-0.05621818706675018,-inf
2012-06-01,0.03691150372435589,inf
2012-07-02,0.011400267142931318,inf
2012-08-01,-0.07400603130080652,-inf
2012-09-03,0.0853905796909319,inf
2012-10-08,-0.025744312342217034,-inf
2012-11-01,-0.006557884180885197,-inf
2012-12-03,-0.04727345696280195,-inf
2013-01-04,0.07222167099552117,inf
2013-02-01,0.011869679269995473,inf
2013-03-01,0.013708392400395172,inf
2013-04-01,-0.019107576894302532,-inf
2013-05-02,-0.036357023650530416,-inf
2013-06-03,0.10220015514386388,inf
2013-07-01,-0.03393024569334897,-inf
2013-08-01,0.05075807088732585,inf
2013-09-02,0.0008071047198781869,inf
2013-10-08,-0.019304440633769012,-inf
2013-11-01,-0.020868568106217577,-inf
2013-12-02,0.07360343923130401,inf
2014-01-02,-0.022320005506540445,-inf
2014-02-07,0.027647998664363852,inf
2014-03-03,0.009062605633565248,inf
2014-04-01,-0.05195665101353618,-inf
2014-05-05,-0.008152498916273605,-inf
2014-06-03,0.0324099159289567,inf
2014-07-01,0.03117806239662,inf
2014-08-01,-0.053072639192425365,-inf
2014-09-01,0.03673113276328728,inf
2014-10-08,0.05430469860207931,inf
2014-11-03,-0.060622938469896734,-inf
2014-12-01,-0.07046760434341631,-inf
2015-01-05,-0.3102287836629017,-inf
2015-02-02,0.1622569124446985,inf
2015-03-02,0.07383765489089095,inf
2015-04-01,0.0573608683289569,inf
2015-05-04,-0.043171709212686926,-inf
2015-06-01,0.32528411246493905,inf
2015-07-01,-0.17628483391799002,-inf
2015-08-03,0.004087410879165985,inf
2015-09-01,0.0017041142856984131,inf
2015-10-08,0.0347386055029024,inf
2015-11-02,0.10488174433712537,inf
2015-12-01,0.1005678279637884,inf
2016-01-04,-0.06423574592895995,-inf
2016-02-01,-0.06221520504263671,-inf
2016-03-01,0.004898362005864125,inf
2016-04-01,0.08587239173440729,inf
2016-05-03,-0.006322159509909464,-inf
2016-06-01,-0.04113638142463289,-inf
2016-07-01,0.05218092378398794,inf
2016-08-01,-0.05761414681756677,-inf
2016-09-01,0.003740921561320421,inf
2016-10-10,0.007210544871562087,inf
2016-11-01,0.005111291953529288,inf
2016-12-01,-0.019404180123119265,-inf
2017-01-03,-0.016080959037506195,-inf
2017-02-03,-0.034863229745338356,-inf
2017-03-01,0.06307269014594893,inf
2017-04-05,-0.008861420622272164,-inf
2017-05-02,-0.03366477145178297,-inf
2017-06-01,-0.030288456576474908,-inf
2017-07-03,0.032474850686798604,inf
2017-08-01,-0.04021420974233373,-inf
2017-09-01,0.06459030230361335,inf
2017-10-09,0.0173280098443568,inf
2017-11-01,-0.028207736244739295,-inf
2017-12-01,-0.03704588257895393,-inf
2018-01-02,0.013045036556631492,inf
2018-02-01,-0.04639395893074012,-inf
2018-03-01,0.03110255509025755,inf
2018-04-02,0.14412147753724605,inf
2018-05-02,-0.02666474943425558,-inf
2018-06-01,-0.03128727348082158,-inf
2018-07-02,-0.021995157176434244,-inf
2018-08-01,-0.012117056630411066,-inf
2018-09-03,-0.017903639299859504,-inf
2018-10-08,-0.0024464630526816874,-inf
2018-11-01,0.051265818297797874,inf
2018-12-03,0.06314052866113962,inf
2019-01-02,-0.011143055314264752,-inf
2019-02-01,-0.09002324568698619,-inf
2019-03-01,0.11317970466812119,inf
2019-04-01,0.03859803305613998,inf
2019-05-06,-0.07585310414040408,-inf
2019-06-03,0.0364105685655326,inf
2019-07-01,-0.020802375134438583,-inf
2019-08-01,-0.011690878665075257,-inf
2019-09-02,0.017577885646001937,inf
2019-10-08,0.020549766934847963,inf
2019-11-01,-0.030126080864397286,-inf
2019-12-02,-0.010271644452472134,-inf
2020-01-02,0.04224654425069351,inf
2020-02-03,0.023741779995439315,inf
2020-03-02,-0.01682617399228492,-inf
2020-04-01,0.023152375638305397,inf
2020-05-06,-0.044785330132476125,-inf
2020-06-01,0.03197280192314982,inf
