,estimator,T_value
2006-08-01,0.005791460103893042,0.11241866681947095
2006-09-01,0.0013670407687625533,0.026075552527188506
2006-10-09,0.012238524056787574,0.23767791080184744
2006-11-01,0.04215499989413152,1.2350068407805597
2006-12-01,-0.01138598777992682,-0.6874064204110061
2007-01-04,-0.03112299758220544,-1.4127912724590723
2007-02-01,-0.018237620461564658,-0.5958499746118272
2007-03-01,0.013760624065230287,0.3084423595365881
2007-04-02,0.03966948663150428,0.8100949880349074
2007-05-08,0.06259472786170246,1.2397203597052342
2007-06-01,0.0638182194346658,1.2677361109498266
2007-07-02,0.05059842822073465,0.8354937740705098
2007-08-01,0.05190377731436277,0.8494843642332567
2007-09-03,0.013798738536680793,0.24243448460424977
2007-10-08,-0.012592750207365623,-0.24429584163759577
2007-11-01,-0.052151139108268164,-1.2082255372495951
2007-12-03,-0.018927922321881858,-0.38541445419641845
2008-01-02,0.015407163716973636,0.44703851998232347
2008-02-01,-0.002802619125781295,-0.10561276891517202
2008-03-03,0.017696531850932676,0.6431201355691112
2008-04-01,0.025935021091973823,0.9615067684741073
2008-05-05,0.021774551058154804,0.7525567031944346
2008-06-02,0.014931243665654658,0.5739827380622403
2008-07-01,0.009749410784718493,0.35723175754619857
2008-08-01,0.01786844073815518,0.6060559418365339
2008-09-01,-0.003543477522504402,-0.12273512215667501
2008-10-06,-0.01548026354156909,-0.5381041564713268
2008-11-03,0.006529864342336408,0.3121599616070908
2008-12-01,0.020809115300590732,0.6881985838162604
2009-01-05,0.03851186062751651,1.2789087579359952
2009-02-02,0.024653967830375715,0.8429145790636866
2009-03-02,0.036089813022889904,1.3731099124522477
2009-04-01,0.05384546682705002,2.4864977341979726
2009-05-04,0.05426738169861656,2.5631471585407883
2009-06-01,0.030198893361374792,2.442265244084119
2009-07-01,-0.0010736775653341496,-0.05033616311339171
2009-08-03,-0.011996081328368604,-0.5231646860879056
2009-09-01,-0.0046052023402862645,-0.17594803763340838
2009-10-09,-0.017199934214328673,-0.7474008495966793
2009-11-02,-0.018456596042780143,-0.821091014697778
2009-12-01,-0.011025304225264312,-0.45590283595983316
2010-01-04,0.00540139117539848,0.31426869221820264
2010-02-01,0.024873494452188172,1.8393090540224009
2010-03-01,0.017860687853770218,1.5088497581572784
2010-04-01,0.022400489766892046,2.1857571999148226
2010-05-04,0.021294052825975934,2.0406654898534664
2010-06-01,0.014005563232412798,1.6411204394868248
2010-07-01,0.01259973776914928,1.361130179166624
2010-08-02,0.006248380015317631,1.2443890813017613
