char,size,size,size,size,size,size,size,size,size,size,size,size,size,size,size,size,size,size,size,size
result_item,estimator_2,T_value_2,estimator_3,T_value_3,estimator_4,T_value_4,estimator_6,T_value_6,estimator_9,T_value_9,estimator_12,T_value_12,estimator_18,T_value_18,estimator_24,T_value_24,estimator_30,T_value_30,estimator_36,T_value_36
2018/10/8,0.006034842,7.862176033,0.002346209,0.768010258,0.003746798,1.445274262,0.003547293,1.683511746,0.002036218,0.368289873,0.004671037,1.03697387,0.007463642,2.228480101,0.004873022,1.596839402,0.003307402,1.265242757,-0.001358697,-0.413756567
2018/11/1,-0.00174271,-0.416593485,0.001100247,0.303225923,-0.000486843,-0.159685848,0.001895242,0.730091142,-0.001658747,-0.3378922,0.00324193,0.716898813,0.005989732,1.825753913,0.005471335,1.895188943,0.003883433,1.552313193,-0.000131609,-0.043439728
2018/12/3,-0.013862589,-3.279818041,-0.00793302,-1.41616803,-0.00438786,-0.843240317,-0.001392142,-0.327663988,-0.005419918,-1.079895544,-0.000362195,-0.077937303,0.003335451,0.935312618,0.004392891,1.36299349,0.002681632,0.998027506,0.000704258,0.260954041
2019/1/2,-0.011403715,-1.800856599,-0.010327795,-2.39511552,-0.006807357,-1.531620498,-0.003522688,-0.95975823,-0.001310283,-0.460489488,-0.001889857,-0.427690755,0.002800555,0.782330081,0.004555311,1.540034082,0.003447058,1.33330411,0.001108998,0.439929723
2019/2/1,0.010214374,1.124969144,-6.66E-05,-0.006431161,-0.002160442,-0.271041536,0.000967067,0.18044537,0.001066376,0.283148831,-0.001556691,-0.340847741,0.00281042,0.782395286,0.004410194,1.374736764,0.003591233,1.379889051,0.001430437,0.563452895
2019/3/1,0.001613708,0.108847701,0.000268109,0.026960666,-0.004973851,-0.569657677,-0.003711171,-0.613837861,-0.001085528,-0.248002564,-0.004391856,-0.944020875,0.002105872,0.559613647,0.004278067,1.343754843,0.003187228,1.166640739,0.000841203,0.317564478
2019/4/1,-0.015617485,-6.280222436,-0.003050332,-0.293467564,-0.003001899,-0.385071616,-0.006737005,-1.136942452,-0.003623273,-0.837029149,-0.002045713,-0.59857993,0.001632397,0.429342911,0.003191833,1.006059852,0.003207218,1.176897145,0.000913688,0.345805692
2019/5/6,-0.005358077,-1.035492258,-0.009688802,-1.961307705,-0.001990866,-0.261030136,-0.005203803,-0.876440449,-0.002969922,-0.691587382,-0.002112899,-0.627402392,0.000736666,0.198027838,0.002185482,0.706103147,0.003404667,1.267012026,0.001599279,0.650457205
2019/6/3,-0.008344396,-1.224346871,-0.009771408,-2.083186406,-0.011657242,-3.005553586,-0.005069999,-0.874063292,-0.005855449,-1.343225502,-0.003621996,-1.02368928,-0.001564135,-0.433755973,0.000574076,0.183872383,0.002932657,1.07048616,0.000787622,0.30636735
2019/7/1,-0.005425859,-0.61288344,-0.003201856,-0.518516014,-0.005586294,-1.101661795,-0.003341335,-0.551341899,-0.005580342,-1.267535028,-0.003637422,-1.037050632,-0.001816796,-0.502230732,0.000472564,0.149668407,0.003661123,1.347861135,0.001593079,0.659181521
2019/8/1,0.006590424,61.37881676,-0.001607183,-0.24010375,-0.000964527,-0.190956406,-0.005863869,-1.289482199,-0.003966419,-0.865569976,-0.002766904,-0.769976604,-0.002926954,-0.890962957,-0.000425203,-0.136285753,0.003391157,1.262618396,0.001626988,0.653085137
2019/9/2,0.005751658,10.52450638,0.006068675,13.57881807,2.30E-06,0.000437639,-0.001951543,-0.478201157,-0.001307846,-0.307254006,-0.002902083,-0.805589438,-0.003288993,-1.018254396,0.000428593,0.142388526,0.003596532,1.335291054,0.001962549,0.786115104
2019/10/8,-0.000147957,-0.03949023,0.002032905,0.662719786,0.00309966,1.250268328,-0.0005283,-0.144704553,-0.001482504,-0.349107336,-0.003753347,-1.05803814,-0.001320919,-0.52200403,0.000442103,0.149783475,0.003063172,1.136473931,0.002050664,0.826471479
2019/11/1,-0.001763838,-0.709282115,0.000567887,0.224949788,0.002226469,0.936843488,-0.000424455,-0.116201681,-0.003580735,-1.090760836,-0.002809668,-0.795394316,-0.001357186,-0.536100007,9.47E-05,0.032542023,0.002368162,0.908082256,0.002610861,1.090565085
2019/12/2,0.003963489,2.088122801,0.000576302,0.189487348,0.001582046,0.647936865,0.00376347,2.059106146,-0.00074359,-0.255857383,-0.000590604,-0.1830962,-0.000793232,-0.308611272,-0.000423291,-0.150086233,0.001854268,0.727530888,0.00278109,1.136356999
2020/1/2,0.001908204,0.578141219,0.001569676,0.707800126,-0.000513798,-0.209372161,0.002226482,1.151912056,0.000414439,0.159759847,-0.000500066,-0.15497673,-0.001485193,-0.590446532,-0.001164151,-0.424363959,0.001373784,0.537428485,0.002749079,1.193428382
2020/2/3,0.002533572,0.670678379,0.003854475,1.406928582,0.00302258,1.388178809,0.001984845,1.028065501,0.000838283,0.315424246,-0.00173744,-0.660908482,-0.001106465,-0.435987623,-0.001789593,-0.677446596,0.00077144,0.311941942,0.002163192,0.903870063
2020/3/2,0.006434308,6.167341265,0.003301972,1.245825492,0.003934717,1.9082341,0.00197456,1.024379774,0.003371196,2.318497907,7.03E-05,0.030554174,-0.00133679,-0.529960201,-0.002243505,-0.860343224,0.001197485,0.491761871,0.002786155,1.225018077
2020/4/1,-0.011196079,-0.949916111,-0.004869233,-0.517805126,-0.004427915,-0.626912667,-0.001641138,-0.343008635,-0.000448205,-0.132056428,-0.001169316,-0.392050151,-0.003083627,-1.085948912,-0.001613817,-0.718061414,0.000595401,0.233410817,0.001801598,0.771702407
2020/5/6,-0.004009825,-0.22871042,-0.000975135,-0.081615089,0.000650402,0.071702172,0.000935398,0.156046749,0.000690088,0.168794633,5.15E-05,0.014716425,-0.001829467,-0.591863144,-0.001085313,-0.448078055,0.000610498,0.23556571,0.001632181,0.695565568
